spacing_D,wd_deg,ws_m_per_s,TI_per,VS,yaw_deg,power_demand_per,SAWS,SATI
6,8.0,8,0.1,0.1,"[-20.0, -10.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.57630628 6.95363649 7.12206293 7.68843643]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14679205 0.15590146
 0.14085013 0.13329428 0.13745449 0.1454512  0.13731224 0.130635  ]"
6,8.0,8,0.1,0.1,"[-20.0, -10.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.57630628 6.95363649 7.12206293 7.68843643]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14679205 0.15590146
 0.14085013 0.13329428 0.13745449 0.1454512  0.13731224 0.130635  ]"
6,8.0,8,0.1,0.1,"[-20.0, -10.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.57630628 6.95363649 7.12206293 7.68843643]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14679205 0.15590146
 0.14085013 0.13329428 0.13745449 0.1454512  0.13731224 0.130635  ]"
6,8.0,8,0.1,0.1,"[-20.0, -10.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.57630628 6.95363649 7.12206293 7.68843643]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14679205 0.15590146
 0.14085013 0.13329428 0.13745449 0.1454512  0.13731224 0.130635  ]"
6,8.0,8,0.1,0.1,"[-20.0, -10.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.57630628 6.95363649 7.12206293 7.68843643]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14679205 0.15590146
 0.14085013 0.13329428 0.13745449 0.1454512  0.13731224 0.130635  ]"
6,8.0,8,0.1,0.1,"[-20.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.71055651 7.11983491 7.25571972 7.78415734]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14079506 0.15191092
 0.14016884 0.13151569 0.13454696 0.1419753  0.1352229  0.12907303]"
6,8.0,8,0.1,0.1,"[-20.0, 0.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.71055651 7.11983491 7.25571972 7.78415734]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14079506 0.15191092
 0.14016884 0.13151569 0.13454696 0.1419753  0.1352229  0.12907303]"
6,8.0,8,0.1,0.1,"[-20.0, 0.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.71055651 7.11983491 7.25571972 7.78415734]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14079506 0.15191092
 0.14016884 0.13151569 0.13454696 0.1419753  0.1352229  0.12907303]"
6,8.0,8,0.1,0.1,"[-20.0, 0.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.71055651 7.11983491 7.25571972 7.78415734]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14079506 0.15191092
 0.14016884 0.13151569 0.13454696 0.1419753  0.1352229  0.12907303]"
6,8.0,8,0.1,0.1,"[-20.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.71055651 7.11983491 7.25571972 7.78415734]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14079506 0.15191092
 0.14016884 0.13151569 0.13454696 0.1419753  0.1352229  0.12907303]"
6,8.0,8,0.1,0.1,"[-20.0, 10.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.85127395 7.33268048 7.38682771 7.85513935]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14071405 0.15350836
 0.14468756 0.13294371 0.13180382 0.13811817 0.13335685 0.1280092 ]"
6,8.0,8,0.1,0.1,"[-20.0, 10.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.85127395 7.33268048 7.38682771 7.85513935]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14071405 0.15350836
 0.14468756 0.13294371 0.13180382 0.13811817 0.13335685 0.1280092 ]"
6,8.0,8,0.1,0.1,"[-20.0, 10.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.85127395 7.33268048 7.38682771 7.85513935]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14071405 0.15350836
 0.14468756 0.13294371 0.13180382 0.13811817 0.13335685 0.1280092 ]"
6,8.0,8,0.1,0.1,"[-20.0, 10.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.85127395 7.33268048 7.38682771 7.85513935]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14071405 0.15350836
 0.14468756 0.13294371 0.13180382 0.13811817 0.13335685 0.1280092 ]"
6,8.0,8,0.1,0.1,"[-20.0, 10.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.85127395 7.33268048 7.38682771 7.85513935]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14071405 0.15350836
 0.14468756 0.13294371 0.13180382 0.13811817 0.13335685 0.1280092 ]"
6,8.0,8,0.1,0.1,"[-20.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.95542606 7.51734325 7.48428268 7.89389519]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14549404 0.15934073
 0.15271724 0.13685472 0.12992168 0.13517117 0.13217981 0.12751488]"
6,8.0,8,0.1,0.1,"[-20.0, 20.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.95542606 7.51734325 7.48428268 7.89389519]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14549404 0.15934073
 0.15271724 0.13685472 0.12992168 0.13517117 0.13217981 0.12751488]"
6,8.0,8,0.1,0.1,"[-20.0, 20.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.95542606 7.51734325 7.48428268 7.89389519]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14549404 0.15934073
 0.15271724 0.13685472 0.12992168 0.13517117 0.13217981 0.12751488]"
6,8.0,8,0.1,0.1,"[-20.0, 20.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.95542606 7.51734325 7.48428268 7.89389519]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14549404 0.15934073
 0.15271724 0.13685472 0.12992168 0.13517117 0.13217981 0.12751488]"
6,8.0,8,0.1,0.1,"[-20.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.42986537 6.67464084
 6.97644958 7.63675968 7.95542606 7.51734325 7.48428268 7.89389519]","[0.11282397 0.10665625 0.10397174 0.10568867 0.14549404 0.15934073
 0.15271724 0.13685472 0.12992168 0.13517117 0.13217981 0.12751488]"
6,8.0,8,0.1,0.1,"[-10.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.51703916 6.90523839 7.05350182 7.61728848]","[0.10487384 0.10235769 0.1006565  0.10157862 0.15097858 0.15647339
 0.14112097 0.13458734 0.13905709 0.14681446 0.13841161 0.13186577]"
6,8.0,8,0.1,0.1,"[-10.0, -20.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.51703916 6.90523839 7.05350182 7.61728848]","[0.10487384 0.10235769 0.1006565  0.10157862 0.15097858 0.15647339
 0.14112097 0.13458734 0.13905709 0.14681446 0.13841161 0.13186577]"
6,8.0,8,0.1,0.1,"[-10.0, -20.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.51703916 6.90523839 7.05350182 7.61728848]","[0.10487384 0.10235769 0.1006565  0.10157862 0.15097858 0.15647339
 0.14112097 0.13458734 0.13905709 0.14681446 0.13841161 0.13186577]"
6,8.0,8,0.1,0.1,"[-10.0, -20.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.51703916 6.90523839 7.05350182 7.61728848]","[0.10487384 0.10235769 0.1006565  0.10157862 0.15097858 0.15647339
 0.14112097 0.13458734 0.13905709 0.14681446 0.13841161 0.13186577]"
6,8.0,8,0.1,0.1,"[-10.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.51703916 6.90523839 7.05350182 7.61728848]","[0.10487384 0.10235769 0.1006565  0.10157862 0.15097858 0.15647339
 0.14112097 0.13458734 0.13905709 0.14681446 0.13841161 0.13186577]"
6,8.0,8,0.1,0.1,"[-10.0, -10.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.60433852 6.98497436 7.15082492 7.7102891 ]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14229831 0.15024492
 0.13725242 0.13077114 0.13677971 0.144703   0.13687816 0.13027294]"
6,8.0,8,0.1,0.1,"[-10.0, -10.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.60433852 6.98497436 7.15082492 7.7102891 ]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14229831 0.15024492
 0.13725242 0.13077114 0.13677971 0.144703   0.13687816 0.13027294]"
6,8.0,8,0.1,0.1,"[-10.0, -10.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.60433852 6.98497436 7.15082492 7.7102891 ]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14229831 0.15024492
 0.13725242 0.13077114 0.13677971 0.144703   0.13687816 0.13027294]"
6,8.0,8,0.1,0.1,"[-10.0, -10.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.60433852 6.98497436 7.15082492 7.7102891 ]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14229831 0.15024492
 0.13725242 0.13077114 0.13677971 0.144703   0.13687816 0.13027294]"
6,8.0,8,0.1,0.1,"[-10.0, -10.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.60433852 6.98497436 7.15082492 7.7102891 ]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14229831 0.15024492
 0.13725242 0.13077114 0.13677971 0.144703   0.13687816 0.13027294]"
6,8.0,8,0.1,0.1,"[-10.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.74311114 7.1631218  7.28613236 7.80361458]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13724963 0.14757418
 0.1374021  0.12946733 0.13385792 0.14110444 0.13480747 0.12877901]"
6,8.0,8,0.1,0.1,"[-10.0, 0.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.74311114 7.1631218  7.28613236 7.80361458]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13724963 0.14757418
 0.1374021  0.12946733 0.13385792 0.14110444 0.13480747 0.12877901]"
6,8.0,8,0.1,0.1,"[-10.0, 0.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.74311114 7.1631218  7.28613236 7.80361458]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13724963 0.14757418
 0.1374021  0.12946733 0.13385792 0.14110444 0.13480747 0.12877901]"
6,8.0,8,0.1,0.1,"[-10.0, 0.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.74311114 7.1631218  7.28613236 7.80361458]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13724963 0.14757418
 0.1374021  0.12946733 0.13385792 0.14110444 0.13480747 0.12877901]"
6,8.0,8,0.1,0.1,"[-10.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.74311114 7.1631218  7.28613236 7.80361458]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13724963 0.14757418
 0.1374021  0.12946733 0.13385792 0.14110444 0.13480747 0.12877901]"
6,8.0,8,0.1,0.1,"[-10.0, 10.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.88436597 7.37764834 7.41569805 7.87340438]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13771553 0.15004092
 0.14237124 0.1312036  0.13116824 0.13732872 0.13301909 0.1277577 ]"
6,8.0,8,0.1,0.1,"[-10.0, 10.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.88436597 7.37764834 7.41569805 7.87340438]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13771553 0.15004092
 0.14237124 0.1312036  0.13116824 0.13732872 0.13301909 0.1277577 ]"
6,8.0,8,0.1,0.1,"[-10.0, 10.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.88436597 7.37764834 7.41569805 7.87340438]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13771553 0.15004092
 0.14237124 0.1312036  0.13116824 0.13732872 0.13301909 0.1277577 ]"
6,8.0,8,0.1,0.1,"[-10.0, 10.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.88436597 7.37764834 7.41569805 7.87340438]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13771553 0.15004092
 0.14237124 0.1312036  0.13116824 0.13732872 0.13301909 0.1277577 ]"
6,8.0,8,0.1,0.1,"[-10.0, 10.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.88436597 7.37764834 7.41569805 7.87340438]","[0.10487384 0.10235769 0.1006565  0.10157862 0.13771553 0.15004092
 0.14237124 0.1312036  0.13116824 0.13732872 0.13301909 0.1277577 ]"
6,8.0,8,0.1,0.1,"[-10.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.990009   7.56086616 7.51298224 7.91418272]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14267171 0.15628812
 0.15048268 0.13525023 0.12425338 0.12937182 0.12692321 0.12230573]"
6,8.0,8,0.1,0.1,"[-10.0, 20.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.990009   7.56086616 7.51298224 7.91418272]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14267171 0.15628812
 0.15048268 0.13525023 0.12425338 0.12937182 0.12692321 0.12230573]"
6,8.0,8,0.1,0.1,"[-10.0, 20.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.990009   7.56086616 7.51298224 7.91418272]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14267171 0.15628812
 0.15048268 0.13525023 0.12425338 0.12937182 0.12692321 0.12230573]"
6,8.0,8,0.1,0.1,"[-10.0, 20.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.990009   7.56086616 7.51298224 7.91418272]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14267171 0.15628812
 0.15048268 0.13525023 0.12425338 0.12937182 0.12692321 0.12230573]"
6,8.0,8,0.1,0.1,"[-10.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.58079501 6.85009956
 7.1333872  7.7582489  7.990009   7.56086616 7.51298224 7.91418272]","[0.10487384 0.10235769 0.1006565  0.10157862 0.14267171 0.15628812
 0.15048268 0.13525023 0.12425338 0.12937182 0.12692321 0.12230573]"
6,8.0,8,0.1,0.1,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.53602289 6.91972419 7.07655648 7.63965154]","[0.10053793 0.10100585 0.10132733 0.10036974 0.14458738 0.14730585
 0.13620239 0.13203343 0.13853351 0.14640906 0.1380824  0.13147705]"
6,8.0,8,0.1,0.1,"[0.0, -20.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.53602289 6.91972419 7.07655648 7.63965154]","[0.10053793 0.10100585 0.10132733 0.10036974 0.14458738 0.14730585
 0.13620239 0.13203343 0.13853351 0.14640906 0.1380824  0.13147705]"
6,8.0,8,0.1,0.1,"[0.0, -20.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.53602289 6.91972419 7.07655648 7.63965154]","[0.10053793 0.10100585 0.10132733 0.10036974 0.14458738 0.14730585
 0.13620239 0.13203343 0.13853351 0.14640906 0.1380824  0.13147705]"
6,8.0,8,0.1,0.1,"[0.0, -20.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.53602289 6.91972419 7.07655648 7.63965154]","[0.10053793 0.10100585 0.10132733 0.10036974 0.14458738 0.14730585
 0.13620239 0.13203343 0.13853351 0.14640906 0.1380824  0.13147705]"
6,8.0,8,0.1,0.1,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.53602289 6.91972419 7.07655648 7.63965154]","[0.10053793 0.10100585 0.10132733 0.10036974 0.14458738 0.14730585
 0.13620239 0.13203343 0.13853351 0.14640906 0.1380824  0.13147705]"
6,8.0,8,0.1,0.1,"[0.0, -10.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.63312937 7.01998327 7.18019916 7.73129035]","[0.10053793 0.10100585 0.10132733 0.10036974 0.1371688  0.14278083
 0.13336289 0.12872091 0.13612346 0.14396407 0.13646934 0.12993767]"
6,8.0,8,0.1,0.1,"[0.0, -10.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.63312937 7.01998327 7.18019916 7.73129035]","[0.10053793 0.10100585 0.10132733 0.10036974 0.1371688  0.14278083
 0.13336289 0.12872091 0.13612346 0.14396407 0.13646934 0.12993767]"
6,8.0,8,0.1,0.1,"[0.0, -10.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.63312937 7.01998327 7.18019916 7.73129035]","[0.10053793 0.10100585 0.10132733 0.10036974 0.1371688  0.14278083
 0.13336289 0.12872091 0.13612346 0.14396407 0.13646934 0.12993767]"
6,8.0,8,0.1,0.1,"[0.0, -10.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.63312937 7.01998327 7.18019916 7.73129035]","[0.10053793 0.10100585 0.10132733 0.10036974 0.1371688  0.14278083
 0.13336289 0.12872091 0.13612346 0.14396407 0.13646934 0.12993767]"
6,8.0,8,0.1,0.1,"[0.0, -10.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.63312937 7.01998327 7.18019916 7.73129035]","[0.10053793 0.10100585 0.10132733 0.10036974 0.1371688  0.14278083
 0.13336289 0.12872091 0.13612346 0.14396407 0.13646934 0.12993767]"
6,8.0,8,0.1,0.1,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.77458894 7.20820901 7.3150508  7.82031015]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13323274 0.14157335
 0.13433233 0.12788042 0.13322026 0.14028965 0.13446075 0.12854391]"
6,8.0,8,0.1,0.1,"[0.0, 0.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.77458894 7.20820901 7.3150508  7.82031015]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13323274 0.14157335
 0.13433233 0.12788042 0.13322026 0.14028965 0.13446075 0.12854391]"
6,8.0,8,0.1,0.1,"[0.0, 0.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.77458894 7.20820901 7.3150508  7.82031015]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13323274 0.14157335
 0.13433233 0.12788042 0.13322026 0.14028965 0.13446075 0.12854391]"
6,8.0,8,0.1,0.1,"[0.0, 0.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.77458894 7.20820901 7.3150508  7.82031015]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13323274 0.14157335
 0.13433233 0.12788042 0.13322026 0.14028965 0.13446075 0.12854391]"
6,8.0,8,0.1,0.1,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.77458894 7.20820901 7.3150508  7.82031015]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13323274 0.14157335
 0.13433233 0.12788042 0.13322026 0.14028965 0.13446075 0.12854391]"
6,8.0,8,0.1,0.1,"[0.0, 10.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.91314282 7.42099298 7.44049855 7.88641755]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13437684 0.14489734
 0.13970898 0.12995974 0.13063923 0.13666157 0.13279848 0.12760639]"
6,8.0,8,0.1,0.1,"[0.0, 10.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.91314282 7.42099298 7.44049855 7.88641755]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13437684 0.14489734
 0.13970898 0.12995974 0.13063923 0.13666157 0.13279848 0.12760639]"
6,8.0,8,0.1,0.1,"[0.0, 10.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.91314282 7.42099298 7.44049855 7.88641755]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13437684 0.14489734
 0.13970898 0.12995974 0.13063923 0.13666157 0.13279848 0.12760639]"
6,8.0,8,0.1,0.1,"[0.0, 10.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.91314282 7.42099298 7.44049855 7.88641755]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13437684 0.14489734
 0.13970898 0.12995974 0.13063923 0.13666157 0.13279848 0.12760639]"
6,8.0,8,0.1,0.1,"[0.0, 10.0, 0.0]","[1.0, 1.0, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 7.91314282 7.42099298 7.44049855 7.88641755]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13437684 0.14489734
 0.13970898 0.12995974 0.13063923 0.13666157 0.13279848 0.12760639]"
6,8.0,8,0.1,0.1,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 8.01715902 7.59976722 7.53507679 7.92673661]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13954094 0.151389
 0.14784568 0.13419671 0.11919181 0.12423909 0.12229564 0.11766828]"
6,8.0,8,0.1,0.1,"[0.0, 20.0, 0.0]","[0.7, 0.7, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 8.01715902 7.59976722 7.53507679 7.92673661]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13954094 0.151389
 0.14784568 0.13419671 0.11919181 0.12423909 0.12229564 0.11766828]"
6,8.0,8,0.1,0.1,"[0.0, 20.0, 0.0]","[0.8, 0.8, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 8.01715902 7.59976722 7.53507679 7.92673661]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13954094 0.151389
 0.14784568 0.13419671 0.11919181 0.12423909 0.12229564 0.11766828]"
6,8.0,8,0.1,0.1,"[0.0, 20.0, 0.0]","[0.9, 0.9, 1.0]","[8.20979296 7.97815997 7.72468696 7.97815997 7.77895375 7.14181145
 7.31865906 7.85925595 8.01715902 7.59976722 7.53507679 7.92673661]","[0.10053793 0.10100585 0.10132733 0.10036974 0.13954094 0.151389
 0.14784568 0.13419671 0.11919181 0.12423909 0.12229564 0.11766828]"
